Esso,52.5466706,9.726129800000001
Esso,52.6462661,9.213587199999999
Esso,53.0543914,7.3402995
Esso,52.399515,9.780835999999999
Esso,53.08473,7.400390000000001
Esso,52.17017,10.54086
Esso,52.49106099999999,9.847488
Esso,53.48467540000001,8.0270972
Esso,52.661593,8.204136
Esso,52.19534600000001,9.086964
Esso,53.1200292,8.216094399999999
Esso,53.1301354,8.180574699999999
Esso,53.1576202,8.221474299999999
Esso,52.397424,9.736703
Esso,51.8277058,9.4684709
Esso,52.425722,10.797473
Esso,52.3280528,10.2341934
Esso,53.8479298,8.725712399999999
Esso,52.40624,9.621090000000001
Esso Station Stephan Tröger,53.174321,8.6520837
ESSO Station Geeste,52.6006942,7.2635954
Esso,52.2236614,9.222757699999999
Esso,53.084275,9.997461999999999
Esso,52.6939505,9.6881243
Esso,52.1657903,9.941652099999999
Esso,51.9472731,10.1393802
Esso,52.376756,9.66329
Esso,51.4947927,9.8766313
Esso,53.3254773,8.4605104
Esso,52.27787960000001,9.351314499999999
Esso,52.24713999999999,10.8220485
Esso,52.34078179999999,10.2593429
Hans-Georg Debler Esso-Station Lindhoop,52.8664044,9.611815399999999
Esso,51.5339257,9.9082568
Esso,52.9148721,8.4265206
Esso,53.1679511,8.7025162
Esso,51.539262,9.9340759
Esso,52.6778679,7.508038999999999
Esso,52.3436579,9.8274308
Esso,52.343356,9.717502399999999
Esso,51.5096357,9.907186699999999
Esso,52.6122909,10.0973641
Esso,53.060641,9.021678999999999
Esso,52.17374,9.232415099999999
Esso,51.71535480000001,9.996874099999999
Esso,52.986574,9.842338999999999
Esso,53.23562450000001,7.474952399999999
Esso,51.9544108,10.5648421
Esso,53.3915778,8.1366076
Esso,51.68522470000001,10.0981364
Esso,53.5235279,9.403946999999999
Esso,52.088859,9.632211999999999
Esso,52.5967206,8.8247099
Esso,53.846902,8.685534499999999
Esso,53.5605325,7.915886299999999
Esso,52.25831549999999,9.759914499999999
Esso,52.4262747,9.6218188
Esso,52.6678112,8.2416614
Esso,53.094297,8.792532999999999
Esso,52.2157253,11.0786981
